Date,AAPL,MSFT,AMZN,TSLA,GOOGL,FB,NVDA,JPM,JNJ,HD,UNH,WMT,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,AVGO,KO,CSCO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,TMUS,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BA,BMY,CVS,IBM,SPGI,NOW,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,CHTR,GE,GM,DE,LRCX,ZTS,MMM,ADI,ANTM,ADP,COP,F,LMT,MU,SYK,BKNG,EL,GILD,MMC,MDLZ,PNC
13/12/2017,43.0675,85.35,1164.13,67.806,1051.39,178.3,46.545,105.51,142.89,183.03,224.35,97.76,28.84,90.88,113.31,151.69,176.83,34.7328,187.86,107.61,50.05,83.12,103.94,262.03,45.9,38.15,188.28,191.47,151.42,55.06,117.8,119.93,94.15,87.89,74.09,97.35,38.58,43.34,64.3,52.89,64.9,59.4,173.55,156.48,54.2652,98.86,151.27,53.18,10.11,39.1175,38.04,85.6,75.14,149.173,130.31,63.83,50.33,81.92,108.24,118.4,50.76,512.55,255.56,59.49,97.78,242.02,291.8401,63.47,71.62,147.0094,169.01,123.37,143.73,177.38,123.6933,65.76,,62.67,148.57,329,136.5743,41.4,151.95,181.31,72.38,239.11,85.18,232.06,117.02,51.68,12.63,317.79,42.05,153.31,1742.61,127.95,76.58,83.4,42.94,143.83
14/12/2017,43.055,84.69,1174.26,67.578,1057.47,178.39,46.6175,104.66,141.65,182.13,221.25,97.13,28.73,91,112.92,151.93,175,34.5622,189.56,110.57,50.19,82.9,104.24,259.3401,46.03,37.9,186.53,188.32,151.21,54.73,118.02,119.53,92.85,86.5,74.26,96.3,39.12,43.26,64.53,52.34,64.7,59.22,173.14,156.19,53.407,100.25,149.14,52.64,10.13,39.495,37.74,85.58,73.92,146.7124,129.17,62.56,50.2,81.83,107.68,116.84,51.31,506.75,255.48,59.7,97.15,238.5,293.8799,62.13,70.8,147.0953,167.59,126.17,143.64,174.92,120.1866,65.91,,61.94,146.28,328.6799,135.6516,40.81,149.44,182.1,71.76,238.08,85.44,227.12,116.46,52.31,12.46,317.01,42.24,151.34,1760.92,127.81,74.34,83.02,42.77,142.97
15/12/2017,43.4925,86.85,1179.14,68.69,1072,180.18,47.89,106.14,142.46,182.58,221.82,97.11,29.04,91.89,113.82,153.4,177.51,35.2637,190.12,111.27,48.3,83.03,105.48,265.73,46.19,38.19,192.73,192.27,152.66,55.5,119.22,119.73,94,86.54,75.65,97.45,39.71,44.56,64.79,52.67,64.76,59.87,174.06,159.65,53.6263,101.22,149.6,53.1,10.29,39.6075,38.24,86.69,74.77,147.689,130.6,62.66,51.28,83.5,109.68,118,52.54,511.8701,257.1699,58.29,98.52,240.05,293.9399,62.41,73.08,145.6626,169.05,129.5,142.76,177.04,123.29,65.98,,62.61,146.69,322.3101,137.0358,40.95,150.87,186.32,71.96,238,86.69,226.21,118.19,52.17,12.58,322.8201,42.4,154.25,1760,129.62,75.57,83.11,43.38,144.95
18/12/2017,44.105,86.38,1190.58,67.774,1085.09,180.82,49.475,106.96,141.8,184.73,222.67,97.9,29.48,91.88,113.55,153.12,176.74,35.1974,190.42,111.03,47.71,82.94,105.08,264.3899,45.93,38.48,192.31,193.57,151.72,56.4,118.05,119.7,94.36,86.08,75.32,98.19,39.54,46.26,64.81,53.25,65.38,60.92,174.2,161.13,53.6072,103.27,153.33,53.24,10.98,39.0875,38.46,87.44,75.67,148.0145,132.47,63.47,51.74,83.43,107.97,118.81,53.4,518.8601,260.02,58.03,99.68,241.91,296.1399,62.4,71.67,146.4554,170.91,130.69,142.84,176.14,123.9666,65.86,,64.08,149.77,323.23,136.5743,42.15,154.04,189.07,72.63,238.42,88.09,227.02,118.64,52.34,12.66,322.76,43.71,155.49,1781.35,129.39,75.13,82.5,43.11,146.15
19/12/2017,43.635,85.83,1187.38,66.22,1079.78,179.51,49.0275,106.51,141.78,185.98,222.04,98.8,29.45,91.68,112.14,151.68,174.97,35.0172,187.02,111.81,47.82,82.44,104.26,263.7,46.13,38.3,188.33,193.89,152.22,56.8,118.61,119.84,94.38,86.71,74.5,97.92,39.14,47.04,64.24,52.83,64.5,60.36,173.39,159.88,53.6167,104.1,154.17,52.93,10.95,38.525,38.05,88.86,74.7,147.5549,133.24,63.64,51.81,82.04,108.12,119,52.96,515.8201,256.48,58.01,99.15,242.54,297.25,61.56,72.31,146.3598,172,129.96,141.86,176.87,122.45,63.38,,64.06,150.91,316.97,135.267,42.49,154.48,186.11,72.8,238.39,87.95,227.99,118.34,52.68,12.69,319.97,43.98,155.26,1780.62,127.84,74.35,82.52,43.25,145.1
20/12/2017,43.5875,85.52,1177.62,65.796,1073.56,177.89,49.2,106.14,141.16,187.31,222.38,98.75,29.48,91.53,112.12,151.45,174.25,34.5622,188.82,109.69,47.9,82.87,103.39,265.6399,46.08,38.74,187.51,192.29,151.75,57.02,119.02,120.89,94.62,85.74,74,97.41,39.38,47.56,63.59,52.77,64.6,60.14,172.17,159.35,53.5023,104.8,154.01,52.51,10.98,38.41,38.55,90.19,74.66,148.1486,134.68,62.9,51.81,81.38,104.37,118.33,53.29,514.55,255.18,57.73,98.51,251.07,297.8999,61.2,73.56,146.0924,170.01,129,140.19,177.11,122.4033,63.05,,64.48,152.52,316.3799,134.1904,42.52,154.37,188.83,72.71,236.92,88.65,227.92,117.86,54.25,12.72,317.72,45.75,154.78,1774,127.69,74.01,82.12,42.95,144.92
21/12/2017,43.7525,85.5,1174.76,66.332,1070.85,177.45,48.9725,107.83,141.06,188.08,221.69,98.06,29.82,91.67,112.41,150.53,174.56,34.3537,188.62,109.57,47.28,83.85,103.62,261.53,45.6,38.53,186.8,191.13,154.2,56.93,118.26,124.82,93.82,85.61,74.02,97.91,40.81,46.76,64.77,53.01,64.39,61.61,171.85,158.62,53.9696,104.07,154.1,52.88,10.89,38.62,38.88,90.73,75.82,147.1815,133.73,63.52,52.28,81.48,104.78,118.58,51.89,513.5901,261.01,57.58,98.5,250.17,295.03,61.5,74.64,144.7074,168.78,128.97,139.61,176.68,120.4433,63.01,,65.22,154.64,332.9399,134.3443,42.16,155.86,185.64,72.28,234.78,88.65,225.08,117.4,55.95,12.63,317.1899,44.42,154.1,1778.79,127.58,73.02,80.71,43.1,146.26
22/12/2017,43.7525,85.51,1168.36,65.04,1068.86,177.2,48.8175,107.45,140.12,188.13,220,98.21,29.88,92.13,112.69,150.85,175,34.2589,189.94,108.67,47.36,83.97,102.63,262.3501,45.59,38.55,186.63,190.42,153.89,56.93,118.6,124.98,93.46,85.07,73.89,98.21,40.78,46.7,63.29,53.19,64.73,61.55,171.42,158.5,53.7407,104.13,153.84,52.72,10.54,38.635,38.94,91.19,75.49,146.9613,134.47,63.62,52.08,81.54,104.65,118.64,52.06,512.1201,258.97,57.3,98.74,250.02,295.1001,60.96,73.41,145.6626,167.83,129.19,140.66,176.42,121.0532,63.83,,65.39,155.75,338.2,134.575,42.02,157.53,186.69,71.99,234.73,88.85,225.6,116.88,55.5,12.58,318.03,44.12,154.14,1775.26,127.75,72.71,80.69,43.36,146.12
25/12/2017,43.7525,85.51,1168.36,65.04,1068.86,177.2,48.8175,107.45,140.12,188.13,220,98.21,29.88,92.13,112.69,150.85,175,34.2589,189.94,108.67,47.36,83.97,102.63,262.3501,45.59,38.55,186.63,190.42,153.89,56.93,118.6,124.98,93.46,85.07,73.89,98.21,40.78,46.7,63.29,53.19,64.73,61.55,171.42,158.5,53.7407,104.13,153.84,52.72,10.54,38.635,38.94,91.19,75.49,146.9613,134.47,63.62,52.08,81.54,104.65,118.64,52.06,512.1201,258.97,57.3,98.74,250.02,295.1001,60.96,73.41,145.6626,167.83,129.19,140.66,176.42,121.0532,63.83,,65.39,155.75,338.2,134.575,42.02,157.53,186.69,71.99,234.73,88.85,225.6,116.88,55.5,12.58,318.03,44.12,154.14,1775.26,127.75,72.71,80.69,43.36,146.12
26/12/2017,42.6425,85.4,1176.76,63.458,1065.85,175.99,49.36,107.02,140.09,190.36,219.6,99.16,29.78,92.48,112.99,151.28,174.44,34.3252,187.76,108.12,47.43,83.98,102.54,258.1001,45.81,38.48,186.55,190.34,152.99,57,118.89,125.98,93.32,84.99,74.27,97.75,40.82,46.08,63.65,53.22,64.3,61.13,171.29,158.93,53.7216,104.15,152.61,52.47,10.46,38.5,39.06,91.89,74.78,147.2198,134.65,63.79,51.87,81.47,104.11,118.26,51.05,513.72,257.72,57.14,98.57,249.64,295.3601,61.26,73.68,145.9778,167.42,129.32,140.91,176.09,121.9433,63.82,,65.82,156.44,340.3999,134.0366,41.8,158.75,184.31,72.34,235.45,88.63,225.43,117.57,56.23,12.6,318.51,42.25,154.21,1755.32,128.85,72.7,80.74,43.42,144.9
27/12/2017,42.65,85.71,1182.26,62.328,1060.2,177.62,49.2925,107.22,140.57,190.19,220.42,99.26,29.73,92.1,114.02,151.4,175.36,34.439,186.24,107.64,47.38,83.9,102.65,259.1201,45.93,38.56,186.3,191.17,153.32,57.47,119.3,125.55,93.56,85.14,74.59,98.09,40.41,46.11,62.95,53.28,64.54,60.95,172.67,158.73,53.7216,104.53,154.19,52.57,10.53,38.8225,38.89,92.11,74.89,147.4017,136.32,64.11,51.85,81.76,104.71,119.08,51.68,514.3201,255.95,57.27,99.13,250.03,295.6201,61.68,72.76,146.2643,169.4,130.26,141.56,176.21,122.6966,64.28,,65.14,157.52,333.25,133.6522,41.31,158.58,185.37,72.45,236.2,89.1,225.24,117.26,55.59,12.5,319.4399,42.48,155.62,1757.88,127.75,72.98,81.69,43.25,144.98
28/12/2017,42.77,85.72,1186.1,63.072,1055.95,177.92,49.35,107.79,140.56,189.78,222.77,99.4,29.8,92.07,114.35,151.77,175.55,34.4769,192.71,107.77,47.52,84.02,102.79,260.4199,45.72,38.59,186.62,191.17,153.57,57.46,119.35,125.58,93.56,85.05,74.17,97.79,40.29,46.22,62.95,53.43,64.38,61.3,173.1,158.58,53.9696,104.82,155.29,52.65,10.55,39.0875,39.18,92.86,75.08,147.5741,135.12,64.35,52.04,81.34,104.81,119.05,51.72,517.98,256.5,57.81,99.7,248.32,296.3501,61.77,73.05,147.1335,169.85,130.69,142.91,175.25,122.9566,64.76,,64.82,158.42,338.03,133.4984,41.38,157.7,185.54,72.39,235.72,89.38,227.04,117.31,55.18,12.58,322.1001,41.81,155.62,1764.09,127.89,72.48,81.97,43.06,145.67
29/12/2017,42.3075,85.54,1169.47,62.27,1053.4,176.46,48.375,106.94,139.72,189.53,220.46,98.75,29.52,91.88,114.02,151.36,175.24,34.3347,191.96,107.51,47.28,83.64,102.23,256.8999,45.88,38.3,186.12,189.88,153.09,57.07,119.92,125.19,92.82,84.46,73.62,96.71,40.05,46.16,62.55,52.93,64.02,60.67,172.12,157.78,53.6549,104.44,154.68,52.47,10.28,39.0475,38.88,92.94,74.41,146.8368,134.1,63.51,51.37,80.75,105.65,119.15,51.12,513.71,254.76,57.43,99.31,249.54,294.9099,61.28,72.5,146.5413,169.4,130.39,142.67,173.9,121.6466,64.51,,65.25,157.58,335.96,134.1904,40.99,156.51,184.07,72.04,235.37,89.03,225.01,117.19,54.89,12.49,321.05,41.12,154.84,1737.74,127.24,71.64,81.39,42.8,144.29
01/01/2018,42.3075,85.54,1169.47,62.27,1053.4,176.46,48.375,106.94,139.72,189.53,220.46,98.75,29.52,91.88,114.02,151.36,175.24,34.3347,191.96,107.51,47.28,83.64,102.23,256.8999,45.88,38.3,186.12,189.88,153.09,57.07,119.92,125.19,92.82,84.46,73.62,96.71,40.05,46.16,62.55,52.93,64.02,60.67,172.12,157.78,53.6549,104.44,154.68,52.47,10.28,39.0475,38.88,92.94,74.41,146.8368,134.1,63.51,51.37,80.75,105.65,119.15,51.12,513.71,254.76,57.43,99.31,249.54,294.9099,61.28,72.5,146.5413,169.4,130.39,142.67,173.9,121.6466,64.51,,65.25,157.58,335.96,134.1904,40.99,156.51,184.07,72.04,235.37,89.03,225.01,117.19,54.89,12.49,321.05,41.12,154.84,1737.74,127.24,71.64,81.39,42.8,144.29
02/01/2018,43.065,85.95,1189.01,64.106,1073.21,181.42,49.8375,107.95,139.23,188.03,221.16,98.59,29.9,90.65,114.51,151.91,177.7,34.5433,201.07,111.8,46.63,85.03,104.41,267.01,45.54,38.86,188.32,192.98,153.84,58.79,118.06,127.58,92.44,84.68,73.84,98.41,41.07,46.85,63.49,53.53,65.2,61.09,173.22,158.72,53.6072,105.57,156.19,52.19,10.98,38.7725,38.54,91.62,74.36,147.172,135.78,64.04,51.44,82.21,104.39,123.67,53.04,508.97,255.67,57.63,98.94,257.6001,296.8401,61.31,73.52,147.3341,168.12,131.73,141.13,177,125.0833,64.01,,67.63,157.04,348.97,138.2661,41.8,158.01,189.28,71.77,235.64,90.28,226,115.99,55.32,12.66,318.54,43.67,157.9,1784.75,127.59,74.1,80.4,42.41,144.62
03/01/2018,43.0575,86.35,1204.2,63.45,1091.52,184.67,53.1175,108.06,140.56,189.01,223.48,99.45,29.8,90.54,115.65,153.82,181.04,34.7992,205.05,112.28,47.71,86.7,105.29,269.9299,45.44,39.17,190.58,196.52,154.55,58.92,117.75,128.51,93.67,85.14,76.75,99.95,40.41,45.26,63.48,52.43,65.94,61.56,172.49,159.16,53.5309,108.43,157.5,52.33,11.55,37.95,37.65,92.02,74.59,145.956,136.54,63.61,51.52,83.92,104.26,126.41,53.98,514.3401,253.29,58.71,99.55,260.8201,297.8,61.36,73.2,151.384,170.82,132.91,141.68,180.34,127.94,63.89,,67.17,157.28,353.03,139.5734,42.82,158.73,192.5,72.1,235.63,91.4,229.15,117.25,56.34,12.76,321.21,44.98,158.79,1824.16,129.62,74.66,81.45,42.58,144.59
04/01/2018,43.2575,87.11,1209.59,62.924,1095.76,184.33,53.3975,109.04,140.55,190.51,224.45,99.54,30.19,91.18,116.08,155.81,183.22,34.875,205.63,112.23,48.18,86.82,106.68,270.02,46.08,38.99,189.1,198.98,156.38,58.82,118.33,128.11,94.12,85.52,76.73,99.38,40.67,44.43,63.44,52.6,66.03,62.33,173.7,162.01,54.3986,108.29,159.97,53.13,12.12,37.755,38,92.74,75.51,147.9283,135.8,63,51.81,84.12,103.47,127.23,54.29,521.1299,256.8301,58.93,100.85,264.8799,296.6699,61.75,75.13,154.4501,173.38,133.85,139.61,179.58,125.6399,62.61,,65.85,159.44,349.79,142.4957,44.14,159.64,193.38,72.53,238.71,91.3,230.21,118.37,56.99,12.98,326.72,46.88,158.74,1807.25,130.23,73.9,82.3,42.68,144.6
05/01/2018,43.75,88.19,1229.14,63.316,1110.29,186.85,53.85,108.34,141.71,192.5,228.73,100.13,30.33,91.24,118.86,159.04,185.34,34.9414,209.99,111.62,48.47,86.75,108.1,271.6201,46.07,39.53,187.75,202.39,157.67,58.99,118.67,127.9,94.71,86.57,78.7,101.11,41.04,44.74,63.98,52.48,66.47,62.75,174.05,164.11,54.3414,109.12,161.37,53.11,11.88,37.9275,38.14,94.74,75.41,148.9624,137.53,64.6,52.01,85.54,104.3,127.62,54.6,525.5701,255.52,59.61,101.08,265.9199,308.8401,61.89,78.45,155.2047,175.7,135.01,140.51,180.65,126.3366,62.56,,66.55,161.96,350.8799,142.5725,44.01,160.32,196.4,73.36,240.57,91.67,234.34,118.3,56.88,13.2,329.6799,45.8,161.06,1823.54,129.99,74.52,82.87,43.23,144.78
08/01/2018,43.5875,88.28,1246.87,67.282,1114.21,188.28,55.5,108.5,141.89,192.04,224.76,101.61,30.12,91.72,119.34,159.27,185.04,34.5527,212.05,110.02,48.98,87.14,108.86,272.27,46,39.94,188.48,202.72,158.93,58.82,117.99,128.53,95.25,86.13,79.05,99.49,40.48,44.74,64.55,52.39,66.27,62.04,173.93,164.21,54.0268,109.64,161.31,52.89,12.28,38.24,38.25,93.71,74.53,148.1581,139.44,65.1,52.24,85.51,104.14,129.17,55.92,529.49,251.81,59.31,100.15,268.6599,310.1499,61.91,77.77,156.1407,177.18,135.3,142.01,180.6,130.6199,63.29,,67.18,166.03,356.55,140.5732,44.22,161.11,197.88,74.24,239.79,91.83,231.82,117.94,57.46,13.15,328.1599,45.55,163.26,1851.81,130.97,74.4,81.99,43.01,145.05
09/01/2018,43.5825,88.22,1252.7,66.738,1112.79,187.87,55.485,109.05,144.14,193.1,225.88,100.39,30.27,91.05,119.11,159.5,186.7,34.5148,209.31,109.94,49.06,86.77,109.15,268.5,46.23,39.69,186.29,206.1,159.46,58.92,118.08,127.84,98.61,86.06,79.19,100.24,40.61,43.62,64.09,51.61,65.27,62.26,173.54,164.85,54.1603,110.39,162.88,53.3,11.82,37.96,37.49,94.55,75.31,149.3741,141,65.6,53.34,85.88,104.89,129.11,54.86,533.9399,253.94,59.18,100.52,267.75,318.4299,61.85,77.69,156.4846,177.24,135.45,141.05,183.38,132.5333,62.65,,69.14,166.43,354.76,142.7263,44.05,165.6,197.57,75.11,241.28,91.64,234.66,118.76,57.93,13.08,330.51,42.97,160.78,1865.29,131.7,78.1,81.99,42.99,147.82
10/01/2018,43.5725,87.82,1254.33,66.96,1110.14,187.84,55.92,110.25,143.97,191.8,224.2,99.67,30.55,90.47,118.98,159.86,187.11,34.5717,212.52,109.47,48.8,86.08,108.8,262.8301,46.07,39.91,185.42,206.29,158.9,58.83,117.48,128.66,98.24,86.1,79.37,99.69,41.09,42.5,64.22,51.69,65.26,63.12,173.51,163.51,54.637,109.7,162.62,53.93,11.96,37.6475,36.62,94.17,75.65,150.4082,139.7,63.89,53.56,85.49,105.63,129.79,53.3,531.5701,254.33,59.82,101.22,268.01,320.26,62.01,77.44,156.8189,175.61,136.23,137.61,182.86,141.2533,61.44,,70.73,165.87,350.8301,145.564,43,164.94,191.66,73.91,241.14,90.11,233.89,117.65,57.65,13.03,331.05,43.31,159.54,1872.91,130.32,78.71,81.16,42.63,149.62
11/01/2018,43.82,88.08,1276.68,67.5899,1112.05,187.77,56.02,110.84,144.79,194.68,225.39,100.02,30.66,90.15,119.84,160.92,188.92,34.657,217.24,110.99,48.95,86.93,109.1,263.5,46.04,40.1,189.38,208.66,159.11,58.95,116.88,132.57,98.59,86.39,79.75,99.27,42.6,43.41,64.29,52.11,65.43,63.01,173.39,163,54.9231,110.67,163.81,54.2,12.14,37.625,36.48,95.74,75.56,151.2029,140.35,63.84,54.17,85.73,104.86,133.46,53.2,537.9199,255.13,60,100.73,271.1899,328.1201,62.47,79.02,156.838,176.4,137.58,134.97,181.96,140.4566,61.65,,74,169.2,355.27,146.2638,44.19,167.46,189.12,74.59,242.31,91.19,235,117.18,59.18,13.16,331.1299,42.82,158.6,1893.1,129.09,79.06,81.02,42.51,151.49
12/01/2018,44.2725,89.6,1305.2,67.244,1130.65,179.37,55.745,112.67,145.76,196.42,228.64,100.87,31.19,89.61,120.09,162.33,195.05,34.638,221.23,112.47,49.51,87.52,110.24,264.29,46.15,40.87,191.84,210.17,160.11,58.84,117.38,133.6,99.39,86.98,80.54,100.34,42.44,43.24,64.67,51.86,65.38,62.55,173.57,164.51,55.9338,112.72,164.15,55.12,12.02,37.58,36.9,100.86,76.84,152.304,141.17,63.68,55.39,85.45,104.5,134.09,53.45,555.53,257.03,60.4,100.97,271.8501,336.21,62.81,78.78,155.8255,177.64,138.19,133,185.04,139.6799,61.85,,76.8,170.3,354,144.2643,44.07,169.3,188.51,75.39,244.47,92.02,239.82,118.47,60.05,13.23,336.25,42.81,158.23,1919.4,128.53,79.02,81.74,42.47,151.84
15/01/2018,44.2725,89.6,1305.2,67.244,1130.65,179.37,55.745,112.67,145.76,196.42,228.64,100.87,31.19,89.61,120.09,162.33,195.05,34.638,221.23,112.47,49.51,87.52,110.24,264.29,46.15,40.87,191.84,210.17,160.11,58.84,117.38,133.6,99.39,86.98,80.54,100.34,42.44,43.24,64.67,51.86,65.38,62.55,173.57,164.51,55.9338,112.72,164.15,55.12,12.02,37.58,36.9,100.86,76.84,152.304,141.17,63.68,55.39,85.45,104.5,134.09,53.45,555.53,257.03,60.4,100.97,271.8501,336.21,62.81,78.78,155.8255,177.64,138.19,133,185.04,139.6799,61.85,,76.8,170.3,354,144.2643,44.07,169.3,188.51,75.39,244.47,92.02,239.82,118.47,60.05,13.23,336.25,42.81,158.23,1919.4,128.53,79.02,81.74,42.47,151.84
16/01/2018,44.0475,88.35,1304.86,68.012,1130.7,178.39,55.0275,112.27,146.86,196.31,232.9,100.69,31.24,90.22,120.39,162.29,192.46,34.6949,221.53,110.69,49.59,86.97,108.89,263.25,46.53,40.54,191.53,208.01,157.96,58.44,117.86,132.01,99.47,85.29,80.42,102.49,41.82,43.14,63.42,51.66,68.25,62.5,173.68,162.29,59.1853,112.92,162.1,54.6,11.91,37.635,36.72,100.97,77.11,151.1742,140.31,62.97,55.53,85.32,104.87,132.88,54.5,563,258.46,60.56,100.34,269.5801,335.1599,59.92,79.44,156.5037,175.83,139.79,135.63,185.54,140.0233,62.14,,74.96,169.31,352.9299,140.0349,44.19,167.54,190.39,75.54,244.74,93.1,241.75,119.39,58.84,13.1,330.1101,42.92,159.47,1919.47,128.66,80.25,81.26,42.99,152.26
17/01/2018,44.775,90.14,1295,69.432,1139.1,177.6,56.18,112.99,146.98,199.82,238.43,102.7,31.18,91.2,121.98,164.32,196.49,35.2447,217.5,111.97,50.27,88,110.04,265.8101,46.82,41.2,192.29,211.48,160.21,58.99,119.18,132.36,99.59,86.21,82.47,104.36,41.68,44.39,63.81,51.72,68.02,63.88,174.98,164.29,59.1472,119.16,163.46,55.35,12.18,37.97,36.85,101.68,77.47,151.6721,140.46,63.76,56.09,86.11,105.79,134.01,57.34,576.51,253.65,60.66,100.76,271.49,351.01,61.85,79.5,161.0885,176.79,140.79,136.64,188.01,143.7,62.86,,76.82,168.5,357.8401,133.4215,44.03,167.43,205.08,76.77,248.11,95.57,249.15,122.05,59.86,12.18,334.8601,44.26,160.27,1949.9,132.06,81.74,81.53,43.86,154.23
18/01/2018,44.815,90.1,1293.32,68.914,1135.97,179.8,56.11,113.26,146.92,198.33,243.16,104.3,31.48,90.18,123.11,165.48,196.2,35.0647,220.33,110.42,50.23,87.43,111.77,269.8,46.88,41.3,191.51,212.41,160.94,59.07,119.05,131.59,99.74,85.82,82.94,103.81,41.85,44.48,64.11,51.55,68.05,63.95,174.57,164.4,58.289,116.41,161.5,55.84,12.47,37.695,37.15,101.36,77.39,151.0688,140.43,62.88,55.33,87.26,105.07,133.59,57.4,579.22,250.97,61.09,99.86,272.1799,340.1599,61.83,79.35,161.5374,178.64,141.13,135.19,187.59,144.0233,61.43,,77.9,168.83,365.25,128.9613,43.86,167.9,205.45,76.33,245.91,97.24,249.65,120.9,59.76,12.07,333,43.99,160.28,1926.71,130.98,81.17,81.56,43.68,153.71
19/01/2018,44.615,90,1294.58,70.004,1143.5,181.29,57.5275,113.01,147.36,201.33,243.35,104.59,31.72,91.07,122.7,166.83,195.73,35.0172,220.46,110.59,50.58,87.15,111.93,266.3899,47.16,41.29,192.29,213.51,161.75,59.31,120.17,131.3,100.56,85.49,83.84,104.64,42.5,44.82,67.21,51.91,68.04,64.22,176.12,167.74,58.4321,116.83,161.88,57.46,12.59,37.54,37.21,104.95,78.3,151.9401,141.25,63.71,55.48,86.68,108.92,133.08,57.4,590.26,256.1201,61.26,98.03,274.3201,337.73,62.28,79.86,155.09,181.14,142.27,137.62,189.28,144.4099,61.78,,78.1,170.41,366.05,125.0393,43.15,170.32,207.53,76.62,248.18,96.14,250.06,121.44,59.75,12,332,42.75,161.28,1910.21,134.45,80.98,82.08,44.14,155.25
22/01/2018,44.25,91.61,1327.31,70.312,1164.16,185.37,58.4225,114.33,148.14,204.46,243.56,105.45,31.94,91.89,124.33,168.28,197.84,35.0078,227.58,111.1,50.71,88.25,112.89,262.1101,47.38,41.66,194.38,215.32,161.43,59.57,121.51,132.56,99.97,85.44,83.98,106.49,42.89,45.75,66.39,53.46,68.67,64.73,176.21,168.67,58.4034,119.44,160.62,57.36,12.65,37.505,37.87,107.11,78.59,151.7965,141.97,63.94,55.44,86.05,108.81,132.86,57.46,593.26,261.52,61.41,98.32,273.8899,338,63.28,80.95,155.3098,182.15,143.9,139.24,192.33,144.6466,63.11,,78.58,170.89,370.25,124.3472,43.29,170.38,209.19,77.48,247.3,96.65,250.5,122.77,60.67,12.02,329,42.88,162.52,1915.77,134.87,81.41,82.71,44.28,155.72
23/01/2018,44.26,91.9,1362.54,70.558,1176.17,189.35,59.7275,114.21,141.83,204.9,245.21,105.9,31.92,89.05,124.65,167.19,200.09,34.9035,250.29,110.41,51.12,88.3,113.24,262.8999,47.45,42.1,193.42,214.55,160.88,59.23,121.3,131.02,99.95,84.42,84.21,105.38,42.44,46.06,67.14,53.23,68.34,64.49,176.81,168.46,58.8325,119.89,159.23,56.91,12.94,38.18,37.19,107.11,78.55,152.8019,141.36,64.53,55.32,85.23,109.53,132.07,57.79,589.6799,260.0901,61.69,97.98,272.02,335.5901,63.43,80.44,158.7961,182.93,144.43,141.2,191.99,146.5166,64.97,,78.12,169.43,369.25,129.8841,43.38,168.66,215.07,77.59,246.31,96.47,250.5,122.1,60.47,11.96,328.7,43.95,161.94,1962.94,136.72,80.95,82.96,44.5,155.77
24/01/2018,43.555,91.82,1357.51,69.1779,1171.29,186.55,58.95,115.67,142.07,206.22,244.85,105.79,32.09,88.31,124.55,167.01,197.78,35.0078,261.3,110.5,51.45,88.53,112.85,256.8601,47.83,42.17,194.24,215.32,160.6,61.72,121.14,131.39,101.38,84.3,83.71,105.51,42.99,45.51,68,54.22,67.98,65.48,176.12,167.55,58.3367,109.7,160.87,57.24,12.71,37.7125,37.02,106.72,79.45,153.1657,141.19,65,55.39,85.76,110.6,131.69,56.88,587.6699,265.6799,60.83,99.3,270.4099,334.6899,63.76,80.92,157.9555,183.11,145.44,141.76,190.63,145.8266,64.48,,76.89,168.34,376.1799,126.4236,44.16,169.6,209.73,78.33,247.69,95.34,252.99,120.86,60.49,12.05,330.49,43.08,164.49,1955.24,136.25,81.3,83.42,44.59,157.74
25/01/2018,42.7775,92.33,1377.95,67.5279,1182.14,187.48,59.0875,115.7,144.4,205.37,245.18,106.6,32.09,88.34,125.22,168.59,197.51,35.2921,269.7,110.55,51.6,88.37,111.96,247.29,47.84,41.9,197.95,217.88,160.79,63.22,120.9,130.65,102.7,85.01,84.34,108.3,42.14,45.3,67.71,54.29,67.42,65.65,175.66,167.82,58.4511,110.15,163.35,56.81,12.41,38.2725,37.45,106.38,79.44,154.9561,133.6,64.39,54.18,86.82,107.49,131.29,55.76,575.5,269.03,60.55,99.69,268.04,343.1101,63.52,81.58,158.0511,181.89,145.54,142.96,190.08,149.9366,64.22,,76.3,169.37,375.1399,124.4241,43.16,169.13,199.25,79.25,252.36,91.98,251.35,120.63,59.48,11.57,334.72,43.01,165.55,1949.67,137.17,81.19,83.57,44.47,157.8
