Date,AAPL,MSFT,AMZN,TSLA,GOOGL,FB,NVDA,JPM,JNJ,HD,UNH,WMT,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,AVGO,KO,CSCO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,TMUS,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BA,BMY,CVS,IBM,SPGI,NOW,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,CHTR,GE,GM,DE,LRCX,ZTS,MMM,ADI,ANTM,ADP,COP,F,LMT,MU,SYK,BKNG,EL,GILD,MMC,MDLZ,PNC
21/02/2019,42.765,109.41,1619.44,58.246,1104.21,160.04,38.9425,105.47,135.42,191.82,266.3999,99.39,29.29,99.78,144,219.31,257.76,39.9466,356.97,114.29,52.11,77.82,159.63,280.9399,45.86,49.41,215.23,251.45,159.53,75.14,116.1,119.14,112.43,122.72,94.96,78.75,38.47,51.41,83.95,56.15,52.35,49.56,182.81,235.03,76.12,106.64,171.4,41.96,23.92,46.64,30.83,105.52,64.32,152.61,170.17,73.41,45.72,92.61,85.58,111.76,38.83,435.02,196.36,70.7,106.61,182.28,417.5801,50.13,62.35,131.6599,198.15,230.01,176.51,185.5,183.29,71.03,19.34,72.03,138.88,349.54,77.1307,39.62,162.85,178.82,93.47,207.77,105.28,311.3,150.98,70.24,8.71,304.51,41.53,187.58,1906.31,156.53,65.55,92.09,48.41,124.91
22/02/2019,43.2425,110.97,1631.56,58.9419,1116.56,161.89,39.7975,105,136.6,192.39,267.1101,99.55,29.08,100.25,145.87,223.32,258.8999,40.7239,363.02,115.25,52.48,78.42,161.31,276.5,45.28,50.11,216.29,252.1,161.5,76.13,116.76,119.39,113.48,124,95.98,80.02,38.61,52.49,84.76,56.92,53.12,49.02,183.17,250.94,77.0163,107.31,173.5,41.79,24.36,47.0325,31.15,106.27,64.14,153.2,170.06,73.2,46.17,93.77,87.15,110.36,39.43,436.72,196,71.3,107.44,180.49,424.05,50.98,61.95,133.0067,201.88,235,176.63,187.5,183.9533,71.62,19.88,72.25,138.68,350.0801,78.2072,39.99,165.97,179.22,94.61,209.35,105.91,316.79,153.18,69.97,8.71,307.1299,42.57,188.67,1910.52,158.98,65.74,92.55,47.72,124.15
25/02/2019,43.5575,111.59,1633,59.754,1117.33,164.62,39.6725,106.1,136.2,189.98,264.6001,99.12,29.27,99.57,146.06,223.32,258.6201,40.8376,363.9099,113.59,52.56,78.5,161.36,278.6001,44.94,50.79,217.05,253.84,161.67,76.86,116.06,119.62,123.15,123.89,96.7,80.29,38.57,53.1,85.17,56.78,52.99,49.66,182.61,247.72,76.6444,108.19,174.62,42.19,24.71,46.97,31.13,105.01,64.53,154.06,169.55,73.05,46.01,92.22,86.6,110.86,39.66,438.9299,198.65,71.05,106.93,181.07,426.8701,50.65,61.23,133.2072,201.94,237,174.23,189.81,184.4632,71.26,21.65,73.1,141.41,348.8999,83.2058,40.14,164.86,179.6,94.39,210.58,107.9,314.3999,152.49,69.25,8.76,305.97,42.75,187.48,1890.03,157.26,65.35,92.58,47.21,123.69
26/02/2019,43.5825,112.36,1636.4,59.572,1122.01,164.13,39.275,105.29,136.11,188.3,262.98,98.69,29.29,99.83,147.04,224,261.22,40.7808,364.97,113.5,52.6,78.66,163,275,44.69,51.18,217.61,253.99,161.34,76.75,115.97,119.94,123.21,124.67,96.59,80.51,38.8,53.23,85.8,56.64,53.03,49.59,183.21,248.91,76.9877,107.27,173.91,42.41,24.21,47.0575,31.22,105.03,64.12,153.92,170.15,72.53,46.56,91.29,86.51,111.04,39.58,440.53,198.9,71.14,106.94,181.71,426.77,50.16,60.68,133.4556,201.48,236.21,174.02,190.08,182.8199,71.04,23.7,72.29,137.98,346.3201,85.28,40.11,163.8,178.56,93.49,209.38,107.18,317.4199,152.88,68.92,8.88,305.8799,42.96,185.24,1915.73,156.44,65.28,92.57,47.43,123.21
27/02/2019,43.7175,112.17,1641.09,62.948,1122.89,162.81,38.8525,105.16,135.87,183.67,250.08,98.11,29.53,98.91,147.22,224.57,262.8999,40.6954,362.8701,112.78,52.38,79.47,163.12,271.49,44.94,51.59,218.05,259.1399,160.63,77.23,115.37,120.08,126.39,125.68,97.86,79.41,38.53,53.24,86.17,56.72,53.04,49.9,183.36,249.85,76.8732,105.71,174.5,42.56,23.48,46.7025,31.06,107.62,64.4,154.6,169.06,72.12,46.57,90.89,87.27,111.13,38.78,442.01,198.1,70.15,107.42,181.81,435.4399,50.96,58.5,132.9302,201.72,240.31,173.2,191.42,183.1365,70.16,22.1,73.02,139.58,345.03,87.04,40,163.59,177.2,93.8,209.03,105.93,306.0701,152.98,69.22,8.78,307.5801,41.32,186.77,1906,157.05,65.57,92.8,47.13,125.72
28/02/2019,43.2875,112.03,1639.83,63.9759,1126.55,161.45,38.565,104.36,136.64,185.14,242.22,98.99,29.08,98.55,148.12,224.77,262.5,41.0936,358.1001,112.84,52.13,79.03,163.65,275.3601,45.34,51.77,218.74,259.5701,161.38,77.62,115.64,119.58,127.02,126.29,98.07,79.24,38.67,52.96,85.73,56.92,53.39,49.89,183.84,247.13,77.5121,105.78,173.24,41.98,23.53,46.93,31.12,105.09,63.98,154.07,167.7,72.21,46.01,90.5,86.94,110.2,38.34,443.22,196.7,70.26,107.74,181,439.96,51.66,57.83,131.9369,200.37,239.44,176.15,190.08,182.5367,70.06,22.6,72.64,137.34,344.9099,83.1199,39.48,164.04,176.09,94.23,207.39,106.96,300.73,153.03,67.85,8.77,309.4099,40.88,188.51,1697.04,156.94,65.02,93.02,47.16,126.02
01/03/2019,43.7425,112.53,1671.73,58.958,1148.52,162.28,39.1125,104.43,138.35,185.17,246.15,97.93,29.31,98.44,149.47,227.25,264.01,41.1031,357.3201,114.01,52.51,80,164.53,272.75,45.38,51.41,219.44,264.0601,164.2,78.59,116.18,122.03,127.77,128.84,98.8,80.1,39.1,53.3,87.16,56.96,54.2,50.03,185.05,250.41,77.8554,106.76,168.38,42.5,23.68,46.89,30.82,103.96,64.47,155.72,167.44,72.34,46.81,92.09,87.51,112.13,38.56,443.77,198.2,70.85,108.9,182.8,440.6201,53.22,58.13,132.9589,201.84,243.52,177.92,191.16,186.1833,69.88,22.27,72.94,137.47,346.5801,82.16,39.53,163.31,176.75,95.75,207.49,108.44,307.6799,153.9,68.93,8.79,309.47,41.58,191.58,1714.08,156.92,66.01,92.89,47.23,126.62
04/03/2019,43.9625,112.26,1696.17,57.072,1153.42,167.37,39.195,104.19,138.48,183.81,236.02,97.85,29.03,98.87,147.96,226.29,258.1599,40.8282,351.04,114.33,52.04,80.31,158.5,274.8899,45.65,51.16,218.41,259.45,162.82,78.62,116.17,122.12,125.89,127.46,96.57,79.46,38.73,53.94,85.64,56.24,53.78,50.11,180.59,249,77.5884,107.4,168.7,42,23.37,47.06,29.98,103.19,63.75,154.5,167.37,71.65,45.65,92.29,87.28,110.48,39.08,437.3301,195.98,70.95,109,181.14,432.6899,53.05,55.96,132.2234,199.89,236.97,179.69,189.78,183.3099,70.34,21.12,72.67,138.35,346.1001,83.0399,39.25,165.82,177.77,95.87,206.86,108.66,292.5901,153.26,69.9,8.81,304.6899,41.06,190.67,1707.82,156.29,65.45,92.63,46.99,126.33
05/03/2019,43.8825,111.7,1692.43,55.308,1169.19,171.26,39.13,104.11,138.77,184,241.43,98.34,29.08,99.09,147.95,226.22,257.3799,40.6575,354.3,114,52.36,80.19,156.97,277.01,45.6,51.3,219.82,254.46,163.67,78.22,116.03,123.29,125.35,128.49,96.53,78.91,38.72,53.68,85.44,56.08,53.94,49.89,181.35,247.09,77.9031,106.57,168.44,41.9,23.5,47.08,29.95,103.01,62.93,154.15,166.78,71.41,45.88,92.72,86.98,109.97,38.93,432.52,196,71.58,108.85,180.01,430.1201,53.8,54.96,131.6981,197.96,236,181.06,188.82,182.2033,70.34,21.37,76,137.14,343.75,79.1199,39.28,161.45,173.54,95.78,203.84,108.23,298.6899,152.66,69.01,8.77,305.76,39.99,189.93,1745.93,155.98,64.39,91.37,46.93,127.82
06/03/2019,43.63,111.75,1668.95,55.248,1164.94,172.51,38.0125,103.72,139.09,184.45,239.07,98.26,28.84,98.93,147.81,224.47,256.3999,39.6812,359.6101,114.85,52.35,79.28,156.79,271.3501,45.45,51.67,219.23,251.24,162.39,77.7,116.66,123.53,124.64,126.68,96.46,78.09,38.61,52.95,85.13,55.68,54.8,49.82,182.03,246.91,77.0067,105.42,169.13,41.62,22.41,46.8925,29.81,102.34,62.51,153.74,165.91,70.78,45.26,92.08,87.02,108.85,38.07,429.8601,194.74,71.27,108.98,178.18,424.46,52.89,54,130.8384,197.32,233.11,181.65,183.15,178.8366,70.17,20.65,76.9,134.83,340.5601,72.8799,38.67,158.24,169.19,94.17,202.8,106.79,294.46,152.53,68.29,8.58,303.3201,37.93,188.34,1751.62,153.88,62.92,91.19,46.97,127.44
07/03/2019,43.125,110.39,1625.95,55.318,1150.85,169.13,37.315,102.97,138.24,182.51,236.7,97.45,28.55,98.55,146.83,222.41,255.46,39.2356,352.6001,114.01,52.58,80.16,155.6,265.51,45.28,51.29,216.79,250.81,161.85,76.8,116.1,121.94,124.46,126.34,96.21,78.24,38.38,52.6,85.26,56.3,54.03,49.68,180.52,245.43,76.7112,104.95,167.47,41.17,22.08,46.9825,29.92,100.71,61.9,152.48,164.94,71.32,44.02,91.08,86.97,106.86,37.57,423.1899,192.77,70.61,107.86,172.86,422.5601,51.51,52.36,129.2911,196.48,233.37,181.75,181.46,177.7199,69.52,20.59,76.17,132.8,340.03,75.6,38.04,158.02,167.16,92.55,199.86,105.68,291.4199,150.42,67.95,8.48,303.01,37.83,187.06,1725.01,155.4,62.53,89.84,46.81,125.99
08/03/2019,43.2275,110.51,1620.8,56.8279,1149.97,169.6,37.66,103.01,138.06,181.23,237.29,97.59,28.65,98.41,147.35,221.87,254.74,38.7616,349.6001,113.81,52.77,79.01,155.06,264.1899,44.84,51.07,227.82,249.85,161.69,76.63,115.23,121.62,125.04,126.7,95.69,77.58,38.19,52.48,84.8,56.53,53.53,49.8,179.5,245.88,76.0914,104.86,169.46,41.36,22.01,47.175,29.96,99.33,62.06,151.59,164.3,70.65,43.45,90.52,87.45,106.68,37.74,421.3101,195.24,69.36,107.98,171.78,422.54,51.39,52.93,129.0332,196.33,233.95,181.61,180.87,177.92,69.94,20.93,75.81,131.35,337.54,76.64,37.99,159.01,168.83,92.41,200.89,105.41,295.04,149.24,65.43,8.42,300.95,38.65,187.23,1715.82,156.04,63.23,89.58,46.58,126.7
11/03/2019,44.725,112.83,1670.62,58.1839,1179.26,172.07,40.285,104.35,138.56,182.44,243.15,98.48,28.94,99.58,150.67,225.64,260.96,39.3399,358.8601,114.75,52.66,79.78,157.65,269.0601,46.18,51.92,229.69,254.32,163.94,77.81,116.59,123.62,126.33,123.5,97.45,78.08,39.17,53.35,85.82,57.58,54.35,49.76,181.08,250.54,77.1116,106.45,171.28,41.85,22.96,47.375,30.22,100.4,62.31,153.19,165.6,71.47,43.79,92,89.24,108.83,38.51,428.1001,195.97,69.68,109.56,176.45,400.01,50.9,53.75,131.5357,197.24,239.86,185.16,184.14,180.9832,70.99,20.43,76.27,133.11,341.0801,79.2,38.62,160.42,172.01,94.73,207.1,107.68,295.97,151.09,65.87,8.61,304.3999,39.03,189.22,1709.9,157.51,64.34,90.78,47.12,128.56
12/03/2019,45.2275,113.62,1673.1,56.672,1197.25,171.92,40.63,104.04,139.18,184,245.88,98.37,28.94,100.05,151.73,226.94,263.51,39.5579,356.27,114.73,52.8,80,158.28,269.6299,46.05,52.15,232.96,254.92,163.99,78.24,116.57,123.9,127.44,123.5,97.5,78.74,39.49,53.57,85.43,57.43,54.84,49.65,181.83,250.3,77.4549,106.52,172.32,42.03,23.49,47.7225,30.63,100.86,62.81,153.5,164.83,71.7,43.99,92.44,88.8,109.01,38.71,427.8401,196.63,70.05,110.43,177.17,375.4099,50.38,54.65,132.0801,197.5,238.71,185.75,184.18,183.3766,71.62,19.26,76.18,132.48,342.51,78.08,38.62,159.14,172.06,95.75,205.8,107.91,296.98,151.99,65.63,8.57,301.9199,39.25,190.8,1736,159.22,64.83,91.39,46.95,127.71
13/03/2019,45.4275,114.5,1690.81,57.7919,1199.06,173.37,42.155,104.39,139.41,181.14,252.25,99.03,29.29,101.18,152.47,228.5,264.3799,39.8233,361.21,114.09,53.06,80.71,159.81,271.21,46.22,52.59,236.38,258.8701,164.11,78.62,116.58,124.67,128.13,124.31,99.31,78.93,39.56,54.37,85.93,57.66,55.39,49.92,182.06,253.65,77.8077,107.58,174.39,42.41,23.38,47.7425,30.28,101.17,63.65,155.04,166.83,72.25,44.41,93.02,89.5,110.86,38.6,431.8401,197.25,70.1,112.14,179.53,377.1399,50.97,56.57,132.3476,199.7,240.39,187.23,187.35,185.7199,72.38,19.97,77.12,133.5,348.1299,80.1599,38.8,159.68,170.41,96.93,206.66,108.08,303.6101,152.84,67.35,8.53,303.45,38.83,191.84,1760.71,159.44,65.75,91.73,47.28,128.93
14/03/2019,45.9325,114.59,1686.22,57.992,1192.53,170.17,41.39,105.34,138.02,181.61,253.27,98.22,29.46,101.32,154.2,229.51,267.6899,39.046,358.8201,114.48,53.05,80.44,160.67,268.2,45.7,52.74,233.84,261.4299,164.82,78.98,115.5,124.6,128.11,123.08,99.03,79.95,39.87,53.44,86.87,57.95,55.4,50.35,182.74,256.77,77.7028,107.1,174.21,42.69,22.82,47.745,30.28,100.81,64.11,155.25,165.17,72.34,45.3,93.33,89.79,110.88,38.93,433.6299,197.47,70.74,112.35,179.08,373.3,49.89,55.88,132.5673,201.6,241.59,187.97,187.76,186.2432,71.78,20.82,76.49,133.69,352.71,82.3999,38.03,157.76,176.53,96.2,207.38,108.25,305.45,153.51,67.02,8.41,298.51,38.41,193.35,1743.88,159.99,64.79,92.49,47.35,129.6
15/03/2019,46.53,115.91,1712.36,55.086,1190.3,165.98,42.4525,106.55,137.6,182.23,251.4,98.42,29.3,102.44,155.46,231.17,257.0901,39.6053,361.46,114.96,52.94,80.15,161.51,290.29,45.3,53.2,233.6,263.0901,166.39,79.86,115.66,125.31,128.69,123.94,100.73,81.34,40.47,54.33,86.8,58.39,56.6,50.66,185.33,258.1299,77.7791,110.74,176.43,43.33,23.29,47.81,30.67,100.14,65.19,155.35,165,73.46,45.45,93.79,90.85,109.52,40.39,433.55,198.26,70.67,113.52,177.98,378.99,49.96,55.6,133.1786,203.18,241.89,188.97,191.24,186.0699,71.64,21.82,76.66,132.67,355.9199,79.68,38.07,158.15,182.39,96.91,208.08,109.39,303,155.31,67.59,8.43,296.1499,39.54,194.04,1752.17,162.74,65.63,93.29,47.8,129.86
18/03/2019,47.005,117.57,1742.15,53.898,1188.55,160.47,42.2375,107.19,137.17,183.42,255,99.66,29.82,101.51,154.96,230.39,257.76,39.6337,363.4399,113.12,53.46,81.08,161.95,293.8401,45.41,53.51,236.59,263.53,166.43,78.83,117.27,125.88,128.07,125.24,100.27,80.65,39.92,54.1,87.82,58.07,56.83,51.73,183.95,257.72,77.5693,109.81,174.55,44.03,23.25,47.7175,30.8,101.88,65.93,156.93,166.24,73.68,45.9,91.89,90.73,110.69,40,440.48,202.47,70.84,113.55,182.4,372.28,49.86,56.67,133.9236,205.72,240.98,188.89,191.31,186.4966,70.85,22.18,77.88,134.1,357.3501,81.5999,37.98,160.3,180.2,97.77,208.49,109.15,308.23,154.69,67.61,8.57,297.6399,39.61,193.58,1756.33,163.1,65.02,92.98,48.04,131.88
19/03/2019,46.6325,117.65,1761.85,53.494,1202.46,161.57,43.9275,106.8,138.44,184.13,257.1299,99.85,29.65,101.9,154.59,231.01,260.4199,40.0983,358.78,110,54.04,80.87,163.93,299.3101,45.56,53.31,237.05,265.96,166.2,79.96,118.09,125.28,129.86,126.59,101.54,80.82,39.78,54.17,87.69,57.5,56.97,51.41,183.11,256.0601,78.1033,110.02,173.58,43.95,26,47.125,30.68,103.45,65.63,157.24,160.75,72.59,45.74,92.66,90.5,110.35,40.37,434.5701,201.12,71.38,112.67,181.41,373.4299,49.6,57.09,134.1911,207.86,241.96,189.91,191.49,187.5732,70.43,20.35,78.46,134.15,360.45,81.52,38.27,160.97,179.35,98.72,209.02,109.95,307.99,154.63,67.35,8.7,296.6001,40.37,196.12,1764.03,160.7,65.49,92.69,48.24,129.48
20/03/2019,47.04,117.52,1797.27,54.72,1226.43,165.44,43.6,104.52,137.29,186.1,250.5,98.64,28.64,101.72,153.75,229.89,259.74,39.975,375.22,109.99,52.64,81.32,163.51,291.03,45.53,53.26,236.98,265.6299,166.27,79.94,118.32,124.69,129.74,128.16,102.31,80.43,39.47,53.82,86.69,57.67,57.16,50.4,184.97,255.99,78.2654,109.63,176.63,43.03,25.7,47.4675,30.51,103.59,64.3,156.29,161,72.06,44.56,91.72,90.74,107.92,39.57,429.9199,194.32,71.63,110.77,175.07,376.1599,49.19,56.16,133.341,206.28,244.59,191.54,191.12,189.7866,70.92,20,77.54,133.01,362.4399,81.76,37,159.66,175.74,98.5,208.3,108.61,303.01,154.02,67.54,8.51,295.98,40.13,197.14,1774.43,159.69,64.6,92.18,48.18,125.46
21/03/2019,48.7725,120.22,1819.26,54.804,1236.13,166.08,45.985,102.87,138.1,189.97,252.02,99.06,28.18,102.49,155.8,235.87,264.1799,40.1457,377.8701,108.66,54.04,81.79,166.95,296.8,45.51,53.94,239.54,271.05,168.24,80.06,119.44,125.86,132.29,128.31,104.15,81.24,40.05,54.64,88.01,58.29,57.77,49.86,186.37,260.6201,79.095,112.22,175.1,43.13,27.89,47.9775,31.06,106.35,63.91,158.45,162.61,72.26,43.81,92.1,91.91,109.8,41.33,430.3601,194.58,72.26,111.82,178.99,372.7,48.92,57.4,135.0985,209.77,250.95,194.71,191.89,192.6599,72.06,19.34,79.49,134.06,366.27,82.16,37.35,159.73,183.8,99.64,209.61,110.18,304.8601,155.34,68.14,8.69,299.01,43.99,198,1774.36,161.79,64.92,93.08,48.88,122.9
22/03/2019,47.7625,117.05,1764.77,52.906,1207.65,164.34,44.375,99.76,136.91,188.75,247.09,98.28,27.01,101.66,153.07,230.76,259.6899,39.6717,361.01,108.23,52.77,80.48,161.5,292.6499,45.93,52.74,237.56,263.8101,165.24,77.97,120.72,123.09,129.69,128.3,101.27,79.76,39.46,53.26,82.19,59.76,56.82,48.31,186.81,252.68,78.4656,109.68,169.86,41.72,26.37,48.4825,31.07,104.95,60.98,155.83,160.62,71.9,41.8,90.39,91.17,107.35,39.86,417.3601,188.96,71.96,109.46,173.99,362.1699,48.16,56.04,133.1977,205.49,241.21,193.65,186.7,187.0866,71.07,19,78.32,129.77,360.78,79.84,36.44,155.94,179.45,97.93,204.66,107.4,301.51,153.81,66.07,8.54,294.01,41.62,194.44,1721.59,159.5,63.77,92.07,49.13,119.18
25/03/2019,47.185,117.66,1774.26,52.084,1197.38,166.29,43.445,98.93,136.61,189.68,246.86,98.17,26.84,101.96,153.03,230.42,262.27,39.7096,366.23,107.79,52.74,79.92,160.88,292.1599,46.03,52.73,236.97,268.8,165.08,78.23,120.85,122.89,129.46,129.87,101.55,79.51,39.18,52.78,82.33,60.08,56.64,48.08,185.72,253.83,78.5229,107.11,170,41.25,25.97,48.4025,30.77,106.03,60.33,155.93,161.5,72.31,41.83,90.62,88.27,106.9,39.4,415.4099,188.51,72.3,109.04,172.07,370.46,47.49,54.95,132.9398,205.01,241.7,195.69,186.59,187.5732,70.95,19.4,78.53,131.38,356.8401,79.0399,36.75,157.33,179.09,97.93,203.21,105.25,297.75,153.75,67.07,8.51,294.1201,40.55,195.17,1752.39,159.98,63.79,92.25,49.41,119.18
26/03/2019,46.6975,117.91,1783.76,53.554,1189.84,167.68,44.2175,99.92,138.57,189.34,243.39,98.32,27.21,103.02,155.3,233.29,265.5901,40.212,359.97,110.14,53.28,80.96,159.4,297.03,46.64,53.23,239.07,271.4399,166.94,79,122.02,124.13,131.08,131.02,103.15,80.76,39.63,53.44,83.38,60.63,58,49.01,187.48,255.99,79.0664,108.33,170.98,41.88,25.69,48.75,31.39,105.96,61.22,157.48,161.81,73.34,42.55,91.07,88.59,108.41,39.63,422.6699,190.69,72.96,109.5,175.15,370.3799,48.34,55.39,133.9332,206.13,245,195.05,188.27,189.2132,72.16,19.9,79.63,131.84,356.03,80.8,36.87,157.6,180.05,98.82,207.24,107.1,288.3,156.2,68.56,8.76,294.9199,40.32,196.08,1768.87,161.81,64.24,92.7,49.79,121.46
27/03/2019,47.1175,116.77,1765.7,54.966,1178.01,165.87,44.125,99.58,138.7,189.25,241.71,97.21,27.03,102.9,154.22,232.52,262.3401,39.8328,353.3701,110.28,52.81,80.34,155.12,295.97,46.61,53.14,239.41,268.8501,166.47,78.73,121.89,122.79,129.74,128.77,103.07,79.89,40.21,53.16,83.09,60.88,56.91,48.77,187.51,255.38,78.4656,105.97,169.48,41.37,24.89,48.48,31.4,107.39,60.73,157.11,163.01,72.24,41.91,90.26,87.03,108.98,38.93,419.6399,190.03,72.74,108.98,176.09,374.21,47.98,54.05,132.9971,205.18,241.37,194.09,186.32,186.0899,71.59,19.27,79.82,131.2,355.51,79.68,36.61,158.27,177.64,98.52,207.16,104.96,283,156.79,67.91,8.62,293.95,39.23,196.2,1752.11,162.9,63.66,92.01,49.63,121.27
28/03/2019,47.18,116.93,1773.42,55.724,1172.27,165.55,44.3125,100.71,138.88,190.06,242.23,97.13,27.33,103.55,154.67,234.86,263.53,40.0888,354.6101,110.71,53.19,80.74,155.18,299.0701,46.58,53.36,241.22,270.3,175.12,79.44,121.84,123.02,129.84,128.95,103.86,79.96,40.42,53.11,84.04,59.08,56.55,49.09,189.39,259.22,78.7898,104.91,173.7,41.93,25.06,47.98,31.01,108.37,61.98,158.54,165.2,69.15,42.69,89.96,87.28,110.3,38.51,424.97,191.18,73.96,109.16,177.9,374.4399,47.84,53.36,133.6466,207.66,243.33,194.93,187.65,187.6299,72.12,19.66,80.32,132.37,352.8701,79.1199,37.06,158.08,175.68,99.39,208.53,104.07,282.3501,158.37,67.38,8.77,295.6001,39.34,196.12,1728.89,164.42,63.69,92.93,49.35,122.86
29/03/2019,47.4875,117.94,1780.75,55.972,1176.89,166.69,44.89,101.23,139.79,191.89,247.26,97.53,27.59,104.05,156.19,235.45,266.49,40.2594,356.5601,111.03,53.71,80.8,158.37,300.71,46.86,53.99,242.14,273.72,176.02,79.94,122.55,123.18,132.02,129.76,103.84,80.59,39.98,53.7,84.21,59.13,57.03,48.32,189.9,261.4099,79.3047,106.07,175.93,42.2,25.52,48.33,31.36,109.47,62.22,158.92,167.2,69.1,42.76,91.08,88.39,111.74,39.66,427.3701,191.99,74.34,109.3,181.41,381.4199,47.71,53.93,134.7737,210.55,246.49,197.06,189.98,190.1933,71.95,20.35,80.26,135.49,346.9099,79.92,37.1,159.84,179.01,100.67,207.78,105.27,286.98,159.74,66.74,8.78,300.1599,41.33,197.52,1744.91,165.55,65.01,93.9,49.92,122.66
01/04/2019,47.81,119.02,1814.19,57.836,1198.98,168.7,45.57,104.64,138.98,195.64,245.54,97.82,28.54,103.64,157.26,239.05,272.1699,40.6101,366.96,112.51,54.58,81.73,161.18,305.79,46.72,54.98,244.19,276.1899,176.32,79.66,122,124.94,131.82,129.05,105.55,80.78,40.31,54.51,85.23,59.09,57.81,48.81,188.39,265.75,79.4287,108.64,176.58,43.53,26.36,47.6225,31.95,108.93,64.36,161.47,170.92,69.97,44.13,90.69,88.2,114.43,41.13,438.3899,196.74,73.96,111.7,186.45,391.54,47.09,54.19,136.8751,212.9,245.73,192.51,191.77,191.8466,72.21,20.59,79.97,140.25,346.22,80.8,37.76,161.91,184.7,101.54,211.94,108.28,288.3301,162.07,67.69,8.98,304.29,42.25,196.1,1759.23,164.77,65.88,94.81,49.69,126.91
02/04/2019,48.505,119.19,1813.98,57.1759,1205.54,174.2,45.75,105.14,137.71,194.31,244.41,96.94,28.87,103.75,157.78,239.26,271.3501,40.6765,367.72,111.96,54.15,81.38,160.51,303.05,46.57,55.29,240.5,274.8101,175.37,79.62,121.68,124.93,131.62,129.32,105.23,83.07,40.02,54.36,84.37,58.53,58.09,48.21,188.35,268.26,79.3429,110.28,178.02,43.7,26.75,47.37,31.63,109.91,64.42,161.04,169.78,69.73,44.38,90.4,88.01,113.68,40.99,436.45,197.5,74.27,111,184.03,390.75,46.7,52.13,136.5885,213.22,246.82,195.12,192.43,191.9932,73.14,19.7,79.46,140.19,346.6299,81.9199,37.81,162.12,184.26,102.04,212.13,108.11,288.2,161.44,66.35,9.01,303.1001,42.44,195.17,1763.55,163.22,66.24,94.46,49.64,126.76
03/04/2019,48.8375,119.97,1820.7,58.362,1210.81,173.54,47.155,105.35,137.17,198.61,245.84,97.19,28.84,103.69,158.46,238.93,271.5,40.6101,369.75,112.52,54.06,80.9,162.62,304.2,46.18,55.63,242.48,276.76,177.19,79.5,121.56,123.89,130.97,127.05,104.69,83.08,40.27,55.48,84.47,58.87,57.68,48.86,188.35,269.0801,79.3143,112.75,182.74,44.38,29.02,47.3275,31.87,111.93,65.06,160.29,169.61,69,44.63,88.45,85.81,114.35,42.43,439.0701,200.86,74.33,110.56,185.19,384.74,46.88,52.79,137.1903,213.6,247.14,194.29,192.92,192.0866,73.15,21.33,79.31,139.26,345.3701,80.8,38.39,163.39,191.54,102.12,213.13,109.84,287.6599,161.1,65.51,9.13,297.27,43.9,194.84,1774.93,164.28,66.66,94.64,49.73,126.81
04/04/2019,48.9225,119.36,1818.86,53.556,1219.45,176.02,47.065,105.56,135.57,200.45,247.39,98.11,29.15,103.43,157.64,236.06,267.8899,40.5154,367.8799,114.75,53.82,82.05,158.52,302,46.48,55.14,244.4,275.05,177.16,78.62,121.47,124.8,130.47,125.61,104.46,82.81,40.41,55.92,85.28,58.99,57.86,49.17,189.87,262.6299,78.0461,113.24,183.9,44.93,29.09,47.1,31.98,113.32,65.82,161.07,168.79,70.05,44.87,89.23,86.07,113.97,42.62,441.8401,202.23,74.35,110.12,187.67,395.8601,46.67,53.4,136.3784,212.65,237.03,193.05,192.33,190.0932,72.85,23.08,81.38,140.13,345.72,80.24,38.79,164.24,191.03,101.98,215.03,110.54,291.2,159.34,65.16,9.24,299.6699,42.89,193.71,1780.6,163.07,66.84,94.55,49.65,128.42
05/04/2019,49.25,119.89,1837.28,54.992,1211.45,175.72,47.7375,105.31,136.18,202.06,248.78,98.83,29.08,103.65,157.65,236.63,267.45,40.7523,365.49,115,53.93,82.49,158.56,304.28,46.47,55.21,245.87,276.49,178.15,79,121.62,126.42,131.59,126.99,105.73,83.45,40.42,55.6,85.4,59.09,57.99,48.78,190.71,261.7,77.3786,113.63,184.62,44.9,28.98,47.52,32.35,114.98,65.55,161.7,168.72,70.35,44.55,88.93,85.44,114.33,43.04,445.1001,202.38,75.03,110.96,189.9,391.9299,46.64,54.06,136.856,214.53,236.98,195.76,195.41,191.9066,73.06,25.96,80.94,140.36,351.4399,80.08,38.94,165.03,195.15,102.12,215.41,111.46,293.3101,160.34,66.12,9.25,302.5801,43.32,195.24,1769.45,163.5,67.54,94.01,49.68,127.91
