MSFT,TSLA,FB,NVDA,JPM,JNJ,HD,UNH,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,KO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BMY,CVS,IBM,AMT,AMGN,ISRG,PLD,TGT,CAT,GM,LRCX,MMM,ADI,ADP,COP,F,LMT,MU,SYK,EL,GILD,MMC,MDLZ,PNC,XOM,BA,CME,CI,CCI,CSX,BDX,CL,FIS,ATVI,AON,USB,CB,FISV,COF,FCX,EBAY
MSQ,TSL,FB,UVA,JPM,JNJ,HD,WLP,BAC,PCG,V,MA,AEQ,PFE,NFL,DIS,CYQ,ORQ,CRM,CE1,PRQ,TMO,ACN,ABT,PEP,CVX,DH1,LLY,PYP,ABB,CCQ,INQ,NKE,VZ,QAQ,WFC,MCD,IQU,MRK,TXN,PX,MS,AMD,#VALUE!,T,LOW,C,HN1,UNP,SHQ,MD1,PM,UPS,ANQ,BLK,GS,SQX,AXP,FDX,BMY,CVS,IBM,AMT,AMQ,AXQ,PLD,TGT,CAT,GMU,LMQ,MMM,ADI,AD1,COP,F,LMT,MU,SDQ,EL,GDQ,MMC,KFT,PNC,XOM,BA,CME,CI,CCI,CSX,BDX,CL,FIS,AQV,AOC,USB,ACE,FQV,COF,FCX,QX1
