;Date;MSFT;TSLA;FB;NVDA;JPM;JNJ;UNH;PG;BAC;V;MA;XOM;PFE;KO;DIS;CVX;ADBE;CSCO;PEP;ABBV;TMO;CMCSA;LLY;ABT;ORCL;WFC;INTC;NFLX;VZ;CAN;COST;CRM;MRK;DHR;PYPL;T;MCD;NKE;QCOM;MS;LIN;NEE;TXN;SCHW;C;PM;LOW;UNP;AMD;HON;INTU;UPS;CVS;MDT;BMY;IBM;AMGN;GS;SBUX;AXP;AMAT;BLK;BA;COP;PLD;AMT;CAT;TGT;MMM;LMT;MDLZ;ISRG;SYK;ADP;F;GM;LRCX;MU;GILD;PNC;USB;ADI;CB;CME;CI;CCI;MMC;CL;CSX;EL;MRNA;BDX;FISV;ATVI;FDX;FIS;AON;COF;FCX;EBAY
0;2019-01-16;5,22834E-05;0;;7,78314E-13;0,001995795;-0,017856508;;;-0,05418324;0,008560703;-0,012347983;0,04697308;0,010273087;;0;0,004971539;-0,014574223;-0,063124808;0,008711341;0,071847026;;0,097969143;-0,032960378;;0,001641851;0,014273176;0,029055601;0,005715945;0,100436849;;;0,00394966;0,001092179;-0,010203989;0,015120745;;0;-0,014812059;0,055916431;0,019750882;0;;-0,026255167;0;;-0,23304794;-0,027509458;0,001469261;0,002956256;0;0,052078865;0,017874721;;-0,001302527;0,010565048;0,067913346;0,005319051;0,016347111;0,041784324;-0,027827569;0;0,008953991;0,04700878;0,00463597;0;0,330275033;0,006518884;-0,00281388;0,031535613;-0,047827616;0;3,79379E-14;;0,000559778;;0,033169704;;-0,026884723;-0,147820551;-0,368146345;0;0,001007035;0,004936157;0,062266904;;0,041002672;-0,29606916;0;0;;;0,05832083;-0,008715709;0,008031529;0,057056046;0,010229976;0;;0,059967945;-0,048295686
1;2019-01-17;0,015108444;-2,88911E-12;;1,01404E-12;0,006671298;-0,051081826;;;0,04461689;0,002302191;0,153888149;-0,060872823;-0,020570215;;-0,163593194;-0,169020968;-0,008835357;-0,08477781;0,010199617;0,124362358;;0,035260179;-0,002952971;;0,04887501;0,007026774;0,019653427;0,029605995;0,057785638;;;0,042271909;0,007387261;0,020950159;0,011825579;;-0,020530074;0,014470387;0,034772416;0,020425414;0,005255271;;-0,013185692;0,299090614;;0,05385718;-0,032526675;0,027362442;0,014094985;-0,195076155;0,001688728;-0,039012869;;0,000197281;-0,002576025;-0,091337755;-0,000491236;0,013993955;-0,049934496;4,29322E-05;;0,015786506;0,025420661;0,003890478;0,092946223;-0,139694614;0,001263152;-0,013930122;0,025086253;0,01044667;0,125278743;2,78791E-13;;-0,006255974;;0,025005713;;0,045641709;0,143801601;0,097509339;0,131885168;-0,002604739;0,190468856;0,032418615;;0,014382393;0,032913839;0,003608582;0;;;0,035138178;-0,003357274;0,012327608;-0,003938769;0,005604317;0;;0,232726251;0,091405071
2;2019-01-18;-0,023135228;-1,2427E-12;;6,57062E-13;0,007199496;0,030488364;;;-0,052251836;-0,219417935;-0,030400945;0,012179699;-0,328390174;;0,107022884;-0,08712484;-0,226433043;-0,125513606;0,00488132;0,088250618;;0,044000752;-0,016416025;;-0,007296504;0,006284481;0,01435903;0,050077026;0,114160446;;;-0,000646175;0,005810591;0,012202816;0,007490928;;0,007738241;0,021293638;0,035619616;0,024564883;-0,008582397;;-0,002258802;0,178545048;;0,018599272;-0,01841839;0,018609956;0,010946071;-0,123777755;0,000756785;-0,006408281;;0,000467271;0,009513985;-0,037029592;0,001429376;0,006908507;-0,033060026;-0,026568314;;0,018662559;-0,012523133;-0,05820078;0,069042037;-0,103418413;-0,009543048;-0,029512125;0,03169034;0,080797831;0,046121611;2,29125E-13;;0,232028331;;0,151232136;;0,039963041;0,08944108;0,061525439;0,180181581;-0,013569988;0,17701125;0,006620304;;0,011297432;0,125130609;0,014393767;0;;;-0,014787157;-0,16859244;-0,092538747;0,003876676;0,003237771;0,253416359;;0,123955402;0,040153657
3;2019-01-19;-0,003733239;-8,05248E-13;;6,70504E-13;0,006135106;-0,006363918;;;0,037975899;0,122813447;-0,038067695;0,038781804;0,089426395;;0,020897194;0,152461929;-0,066578601;-0,141713904;0,062231233;-0,034135534;;0,053975435;-0,024995829;;0,107455861;0,143220439;0,005375722;0,079194384;0,059315988;;;-0,131884103;-0,143779357;-0,173416225;-0,142120817;;-0,002484959;0,011429251;0,041088275;0,026064096;-0,00357072;;-0,005050734;0,081526039;;-0,020392677;0,005772789;0,074001206;0,012526768;0,214698865;-0,340446366;-0,05560527;;-0,000322774;0,01697995;0,05440814;-0,189570522;0,060122051;-0,033781536;-0,002918348;;0,017928087;-0,014785538;0,153607402;0,057248652;-0,053156179;0,187532675;-0,035717917;-0,14553858;-0,081986915;0,018325098;1,34424E-13;;0,160240985;;0,262783744;;0,02185094;0,09075513;0,032613204;0,0872076;-0,00315921;-0,400751171;-0,02002224;;0,018176694;0,052130637;0,015790324;0;;;-0,002613672;0,018250827;-0,067505665;-0,000390061;0,00345054;-0,491891217;;0,085347223;0,029988559
4;2019-01-20;0,05830584;-6,57478E-13;;1,18711E-12;-0,201094416;-0,003412046;;;-0,012938693;-0,099950724;-0,013354016;0,053364443;0,112523072;;0,031332156;0,025442973;-0,031354425;-0,072340336;0,012412908;0,001844357;;0,04761025;-0,027574983;;0,027897706;0,068162757;0,254487709;0,019726939;0,054372202;;;-0,144238085;0,114895649;-0,068158932;-0,170125446;;-0,002781152;0,013798267;0,080315929;0,038943037;0,000447696;;-0,010665904;0,092078233;;0,345150504;0,005436705;-0,004519104;0,014089036;0,123172877;-0,01965348;-0,012124667;;0;0,021302718;-0,036350195;0,006821109;0,086456483;-0,023774072;-0,008914506;;-0,400208424;0,001711617;0,130135898;0,057551433;-0,057310461;0,073467461;-0,030211438;0,359213314;0,06985613;0,006900748;1,43626E-13;;0,193007957;;0,372310029;;0,019575804;0,081847703;0,038945907;0,043990839;-0,003154136;-0,292402232;-0,025085859;;-0,18073574;0,017928431;0,042347401;-3,57872E-11;;;0,006513821;0,023896337;0,11856396;0,016409052;0,004932103;-0,189757874;;-0,128575094;0,029710756
5;2019-01-21;0,002607296;-8,6395E-13;;1,20428E-12;-0,119888041;0,051269168;;;-0,003554465;0,1484512;-0,018054146;0,052177868;0,176412782;;0,025331158;0,020592951;-0,010891581;-0,020352031;0,023330047;0,034996282;;-0,571662331;-0,031664281;;-0,003671238;-0,113849565;0,39484696;-0,007848577;0,065010201;;;0,040687823;0,009026516;-0,285836882;-0,137718062;;-0,003057857;0,006103839;-0,400030498;-0,227214906;0,005965716;;-0,002186572;0,067415988;;0,564304924;-0,03321875;0,020641218;0,013182317;0,073328879;0,008670883;-0,042473887;;;-0,003094027;0,064642692;-0,041174658;0,052698428;0,243016444;-0,025566145;;-0,425129723;0,00226357;0,116910883;-0,46714984;-0,10183522;-0,06058472;-0,035055414;0,198804114;-0,020402845;0,015548467;1,24605E-13;;-0,074032563;;0,52434741;;0,023785072;-0,423114478;0,046975749;0,026747621;0,008613307;-0,365681782;-0,031651998;;0,086359057;-0,000316275;0,031805844;-2,10636E-11;;;-0,006191116;0,00050527;-0,027684663;0,020383825;0,259953286;-0,09396331;;-0,134788571;-0,444170415
6;2019-01-22;0,005003684;-9,61197E-13;;1,11204E-12;-0,064468595;-0,047119551;;;0,063164803;0,11472792;-0,016286062;0,065597533;-0,036640017;;0,028808673;0,029062127;-0,163950522;0,012487572;0,007802661;0,047957387;;-0,517769789;0,203817067;;-0,00762572;-0,096531986;0,186833984;-0,016925453;-0,066363026;;;0,028644982;0,116497632;-0,048560089;0,212559241;;-0,003409229;0,395300102;-0,517803901;-0,15617369;0,008118168;;-0,001639704;0,0782379;;-0,082606722;-0,021013719;0,029453;0,024108722;0,037780082;0,028390975;-0,019957041;;;0,026006047;-0,030147322;-0,034160702;0,073259637;0,1132684;-0,017418906;;-0,427032253;0,008639337;-0,003667714;0,107932404;-0,066605828;-0,034158649;-0,027364236;0,163735617;-0,007151471;0,018491845;1,40678E-13;;0,061586473;;0,287582621;;-0,209149265;-0,262653285;-0,606736393;0,026788407;-0,133797091;0,1238139;-0,019178419;;0,114446448;0,000532033;0,033648198;-1,31417E-11;;;-0,006970205;0,020731277;-0,172007661;0,010896576;0,000161275;-0,139750041;;-0,064480026;-0,301001689
7;2019-01-23;0,002790894;-1,09965E-12;;2,8514E-12;0,10297263;0,048752547;;;0,047185343;0,112128242;0,1581386;0,076333617;0,04541246;;0,020954002;0,065939393;0,040754301;0,044468931;0,011819797;0,042039773;;0,056368439;0,122849509;;-0,005473146;0,228828182;0,135698659;-0,026844088;-0,077605612;;;-0,017610988;0,040509249;-0,234537448;0,077833114;;-0,030080441;0,228855457;-0,44195159;0,392654175;0,019783216;;-0,008164609;0,073409248;;0,214412328;0,021154557;0,030391233;0,022156121;0,062368804;0,057289703;-0,003554597;;;0,021444952;-0,077886709;-0,044067956;0,072298257;0,13078034;-0,027073184;;-0,256449858;0,00027591;0,008939776;0,074950005;-0,099512968;-0,031669862;-0,029209193;0,243966471;-0,005697404;-0,001492597;1,61625E-13;;0,081753167;;0,04453984;;-0,139119256;-0,200750832;-0,403335384;0,021270354;-0,116534255;0,105359088;-0,040735657;;0,098968104;0,017650367;0,032034773;-1,34981E-11;;;-0,002971606;0,007347777;0,102978962;0,013556063;-0,057544514;-0,096538262;;-0,067313886;-0,261159276
8;2019-01-24;-0,00342493;-1,2765E-12;;9,84898E-13;-0,112467;0,046306443;;;-0,007707945;-0,129463155;-0,001762547;0,075542056;0,181601739;;0,012372714;0,077674873;0,079334806;0,03027634;0,027350309;-0,018516282;;-0,429425459;-0,446025623;;-0,026558803;0,242826823;0,088052955;-0,03027435;-0,04023087;;;0,008186136;0,035288841;-0,015203389;-0,066611096;;-0,050990913;0,046080415;0,20763194;0,210449076;-0,623727487;;-0,008372722;0,088933142;;0,274080031;0,010042589;0,000345271;0,003401334;0,043146582;0,037345208;-0,010041072;;;0,021443867;0,006443182;-0,0510338;-0,009701847;0,110155517;-0,018464341;;0,414095661;0,013936066;0,039168345;0,063892407;-0,088672212;-0,043148984;-0,026623881;-1,06505E-06;0,067199714;-0,01665329;2,06955E-13;;0,078199012;;0,104810441;;-0,091438001;-0,164023137;0,209086261;0,030017592;0,025014387;0,14947038;-0,058010657;;0,133620859;0,011070365;-0,036993102;-1,05948E-11;;;-0,004423317;0,006171106;0,053940452;0,00719678;-0,002727331;-0,110763304;;-0,036308159;-0,1541253
9;2019-01-25;-0,103615347;-1,24117E-12;;7,30963E-13;-0,077014355;0,017704211;;;0,056641648;-0,080907621;-0,027871366;0,089861705;-0,249322429;;-0,503674843;-0,1368401;0,092426164;0,140562669;-0,215647297;0,019669009;;-0,237158615;-0,498980081;;-0,035571215;0,24725834;0,052476374;-0,025318195;-0,04164182;;;-0,122014848;0,034731475;0,063098568;-0,096223396;;-0,059434807;0,048282071;0,269354583;0,297558974;-0,417457603;;-0,013540877;0,087474973;;0,753746069;0,019440922;0,020700643;0,000504614;0,046804171;0,07269977;-0,016358952;;;0,032732201;0,026079938;-0,00222608;0,125347385;-0,003800319;-0,029393991;;0,269986483;0,0008494;0,047634896;0,051352395;-0,069761662;0,145146318;-0,029207947;-0,039162444;0,004677527;-0,004503596;2,16763E-13;;0,021620223;;0,050540939;;0,158068787;-0,081780696;0,379027481;-0,87054712;-0,14492009;0,126769794;-0,066880667;;0,341016139;0,018545736;0,205971279;-9,59498E-12;;;0,006188546;-0,019645145;0,101842643;0,024205703;-0,019668627;-0,103946612;;-0,030248462;-0,092946695
10;2019-01-26;-0,155093973;-2,36159E-12;;7,17732E-13;-0,117857974;0,006881529;;;0,042993122;-0,070845233;-0,006120691;-0,799188243;0,512213172;;0,409162928;0,077443131;0,044864986;0,136553125;0,07481808;0,015004352;;0,718800333;-0,26974252;;-0,01367619;0,2555162;0,074755046;-0,027472429;-0,069625081;;;0,044543432;0,026852102;0,044075576;-0,069010373;;0,868903982;0,101763569;0,205523275;-0,12731934;-0,513392534;;-0,01124179;0,09986369;;0,414770585;0,009532546;0,023127933;-0,03771043;0,073477016;0,029513979;-0,021590667;;;0,014269991;0,008713541;-0,006144311;0,125592623;-0,507166445;-0,029805541;;0,382512324;-0,00099346;0,042546123;-0,420023549;-0,909072999;0,186650048;-0,027830747;0,365343188;-0,012527787;0,001607545;2,53363E-13;;-0,0355756;;-0,009948644;;0,133058044;1,360680973;0,377690943;0,013897019;0,008338465;0,095896333;1,023100489;;0,311726138;0,015423448;0,267554553;-4,00833E-12;;;0,028747816;-0,01442846;-0,092461295;0,029291232;-0,036064326;-0,081381127;;-0,310349303;0,546385537
11;2019-01-27;0,013817622;-2,44217E-12;;7,31063E-13;-0,063553404;0,038073152;;;0,023447788;-0,084922231;-0,002560661;-0,562726824;0,240363562;;0,475093738;-0,006907522;0,093409413;0,096211349;0,09723196;0,021237497;;0,775418466;-0,222820114;;-0,020017625;0,350705933;-0,177202384;-0,029564168;-0,090528064;;;0,033354059;0,030908025;-0,029157344;-0,050474499;;0,709290692;0,09955192;0,221073609;-0,017424003;0,306289041;;-0,012591552;-0,972326371;;0,343614575;0,005738117;0,01097802;-0,0413864;0,080202427;0,075586054;-0,022526718;;;0,022732227;-0,005100383;-0,02791935;0,224329231;0,198487802;-0,041166686;;0,391896339;0,000158159;0,071401315;-0,370818118;-1,090224418;0,147991891;-0,040575321;0,264715263;-0,024357839;0,002521601;2,79693E-13;;-0,080906256;;-0,037011365;;0,098716858;1,161035426;0,346711971;-0,691658606;-0,122582836;0,110974473;0,007523419;;0,236252126;0,012130784;0,379328723;-3,66656E-12;;;0,004834951;-0,024718164;-0,123417158;0,01101964;-0,029651225;-0,076035843;;-0,289540047;0,358972413
12;2019-01-28;0,000321241;-2,67881E-12;;8,8858E-13;-0,065572978;0,011708202;;;0,022709997;-0,105885671;0,017423043;0,806278224;-0,144389878;;-0,163195748;0,121252716;0,048151867;-0,0143434;0,065404584;0,024915719;;0,335021513;-0,133583435;;-0,007418651;0,523133903;-0,06679477;-0,029343835;-0,117176856;;;-0,059486673;0,012208125;-0,20675146;-0,051697647;;-0,265583489;0,091706515;0,341748725;0,027277598;0,254363178;;-0,014727415;-0,538386232;;0,397349169;0,006651843;0,041165026;-0,012526558;0,085615402;-0,323007993;-0,02969619;;;0,037062048;-0,006556512;-2,30775E-05;0,283840472;0,061315147;-0,031781368;;-0,242694791;0,002739347;0,251018977;-0,363807512;-0,115502981;-0,060225801;-0,040079583;0,044607867;-0,027832916;-0,012617791;2,54506E-14;;-0,020616501;;0,003748095;;0,107486795;1,195716027;0,354878264;0,653607067;-0,086402395;-0,388683026;-0,214709632;;-0,081182812;-0,113715776;0,484717374;-3,52764E-12;;;0,003180433;-0,138618596;-0,026376177;0,010602043;-0,010598256;-0,071389268;;0,473545484;0,565458732
13;2019-01-29;-0,0025265;4,25302E-12;;9,67217E-13;-0,066578222;0,01266316;;;0,030820178;-0,098667121;-0,135057067;0,756465689;-0,169211169;;0,556908604;-0,045202888;-0,098885642;0,079497461;0,044286796;0,028711253;;0,324810104;-0,119911614;;-0,004095265;0,188000369;-0,04226999;-0,042610567;-0,082152722;;;-0,046484115;0,023820071;0,116434013;-0,283852995;;0,126317604;0,064985012;0,329924649;-0,030810861;0,194438753;;-0,016143055;-0,301481029;;0,441536177;0,021072954;0,083863839;-0,064645383;0,100457282;-0,336004439;-0,027090598;;;0,013605875;-0,03307002;0,002478178;0,231777135;0,057161913;-0,038743407;;-0,064294567;0,013503528;0,208385658;-0,298629542;-0,433561645;-0,113210854;-0,038946142;-0,008598365;-0,00301192;-0,006348141;2,47136E-14;;-0,283485163;;0,000376191;;0,239273723;0,811293711;0,283329311;0,701490962;-0,094422504;-0,291472303;-0,274239431;;0,215796604;-0,029575926;0,656160088;-3,58795E-12;;;0,005538122;-0,127427553;0,004256626;0,018130648;-0,021023145;-0,074893769;;0,455997395;-0,086191655
14;2019-01-30;-0,083254018;6,72763E-12;;1,07346E-12;-0,025299723;0,016568627;;;0,03446395;-0,089657012;-0,025535177;1,103226428;0,234032129;;-0,11850557;-0,067602612;-0,035540918;0,150018297;0,029879558;0,03200979;;0,488898137;-0,09639805;;0,001983164;0,244762518;0,474634012;-0,031616875;-0,069706718;;;0,024494307;-0,029891631;-0,032365484;-0,273460715;;-0,246859478;-0,412288269;-0,314937106;-0,02391532;0,137553035;;-0,012314182;-0,241692626;;0,134659327;0,01043342;0,043550583;0,017638754;-0,840487422;-0,389625972;-0,039269369;;;0,01145105;0,04288193;0,395069089;0,091283358;0,075878398;-0,043233014;;0,024145665;0,016887828;0,167514793;-0,300561403;-0,304227639;-0,089521681;-0,035798049;-0,030696928;-0,016052347;0,515034418;2,78157E-14;;-0,270059243;;-0,012744545;;0,203197458;0,469161105;0,249593921;0,175087662;-0,119446657;-0,190953953;-0,176476605;;0,049712079;0,031764008;0,683580136;-3,43629E-12;;;0,009779774;-0,14017981;-0,035896541;0,007173047;0,00646389;-0,092555717;;0,324469379;0,604304535
15;2019-01-31;0,023957706;7,23718E-12;;1,29432E-12;-0,013587984;0,01877685;;;0,040323264;0,248943841;-0,085911749;0,779404712;-0,087077105;;-0,031594605;0,145302241;-0,025843053;-0,025862486;0,024537416;0,030605054;;0,478625569;-0,095077809;;0,001577455;0,266813095;0,504563728;-0,030105738;-0,065361067;;;0,018222593;0,007922324;-0,188086005;-0,263193742;;-0,143292683;0,037637267;0,228457068;-0,043778073;0,132383904;;-0,017669237;-0,239481768;;-0,622264228;-0,004609909;0,087628007;0,00652917;-0,694330167;-0,242794935;-0,020303848;;;0,009441487;-0,057671652;0,110824489;0,091392942;0,11564814;-0,043915435;;0,070238967;0,016508286;0,143808383;-0,345724225;-0,396690659;-0,021356085;-0,037667071;0,515469745;0,016420128;0,332108388;2,97778E-14;;-0,206463573;;0,02095656;;0,027694419;0,502749644;-0,226963578;0,331289527;-0,129600957;-0,073075466;-0,128594627;;0,035096201;0,154006743;0,453620644;-3,28608E-12;;;-0,013766576;-0,091632017;0,027782268;0,006586516;0,030266223;-0,088288732;;0,29465288;0,374085091
16;2019-02-01;0,001915054;3,85634E-12;;2,24586E-12;-0,153951608;0,004955881;;;0,035763432;0,339275228;-0,079017448;1,029052074;0,095609779;;-0,189181177;0,091339481;-0,013454827;-0,053134612;-0,110085207;0,029293355;;0,577859851;-0,106844248;;0,006994798;0,241727087;0,539099114;0,000940294;-0,068571099;;;0,027968552;0,024037993;-0,314175017;0,108005526;;-0,252312032;0,050946814;-0,24743507;-0,067824885;0,098844387;;-0,01896211;-0,218421936;;0,355804369;0,005299613;0,061295735;-0,006075834;-0,885872963;-0,264900267;-0,016934879;;;0,021068267;-0,053602768;0,441819113;0,170639211;0,112571802;-0,046267719;;0,135479052;0,023804689;0,207426831;0,58858109;-0,384487675;0,092650767;-0,038252423;0,422853927;-0,009088862;0,081709575;3,15763E-14;;0,302275166;;0,023812856;;0,153031789;0,441953072;-0,206725083;0,708559169;-0,123770541;-0,076276048;-0,095086061;;-0,064388015;0,177853611;0,484955569;-3,42512E-12;;;-0,015335366;-0,07410046;0,000428799;0,011021566;-0,023712067;-0,069652311;;0,149489984;0,426406795
17;2019-02-02;0,023643527;2,27143E-12;;1,92478E-12;-0,147198229;-0,000352367;;;0,021484807;0,382627051;0,072352789;0,380278577;-0,131662593;;-0,084178981;0,075025206;0,002195517;-0,045299162;0,043326784;0,060509244;;0,451316107;-0,145750917;;0,010510301;0,298161395;0,383095033;0,001815277;-0,069045799;;;0,019350497;0,047892435;-0,283547702;-0,003360291;;-0,510224194;0,024640214;-0,250742714;-0,056379651;0,129136185;;-0,016928884;0,953095886;;0,281316938;0,004517659;0,040835402;0,010307078;-0,65939938;-0,166054734;-0,017338035;;;0,009587641;-0,043576172;0,344093935;0,306895332;0,074877253;-0,047046424;;0,127721282;0,008665908;0,259321582;0,762657281;-0,144914631;0,069438522;-0,03641057;0,150106673;0,047011328;0,023043068;6,34462E-14;;0,221976692;;0,022911591;;0,244188987;0,484159444;0,002664806;0,593061146;-0,086701762;-0,115239724;-0,105091485;;0,211099981;0,117109744;0,435578044;-3,48929E-12;;;0,021735275;-0,056179886;0,105132332;0,009679577;0,019395906;-0,087867056;;0,218170814;-0,005762213
18;2019-02-03;0,020087523;2,50063E-12;;1,99247E-12;-0,122798313;0,016387963;;;0,026062087;0,016579033;0,034032768;0,331128299;-0,061131172;;-0,043778889;0,047757847;0,149559856;-0,103334025;-0,110756433;0,063255102;;0,289838924;-0,153870869;;-0,0086653;0,235482725;-0,040875095;0,001710482;0,047847266;;;-0,000929326;0,004495897;-0,235623938;0,092158891;;-0,608520111;-0,336675405;-0,300146312;-0,085570635;0,18205245;;-0,019697229;1,197964424;;-0,004998113;0,022396592;0,046442104;0,000526895;-0,532424273;0,317394541;-0,021655962;;;0,008578417;-0,084288148;0,392252989;0,351476;0,017802034;-0,045374822;;0,131798194;0,01331577;0,235937662;0,955161115;-0,077879102;0,046273352;-0,038703691;0,089548118;0,022897686;-0,145310627;3,02977E-14;;0,213389743;;0,046408995;;0,170286046;0,532670262;0,258411318;0,267998475;-0,072235662;-0,09858966;-0,237754537;;-0,024104002;0,245002267;0,277867019;-3,35657E-12;;;0,021024299;-0,046952087;0,152155914;0,010687954;0,088489535;-0,110587816;;0,315443109;-0,035229891
19;2019-02-04;0,03778637;1,16212E-12;;8,78837E-12;-0,12674569;-0,006091262;;;0,100091355;0,034878259;0,143444627;0,171257992;-0,067193211;;0,014385436;-0,057174087;0,167976228;-0,004002948;-0,122100946;0,063221593;;0,208024283;-0,250842259;;0,018013062;0,236333957;0,583289156;0,005602762;-0,113257273;;;-0,020514706;0,00668342;-0,106317248;-0,013204386;;-0,430113316;-0,398820825;-0,237191589;-0,35549447;0,155323437;;-0,022535227;1,542747293;;0,019509042;0,025159571;0,044629657;0,038139076;-0,826653496;0,078550448;-0,027335346;;;0,01073674;0,000110198;-0,08578125;0,059479236;0,392980972;-0,039796802;;-0,210699352;0,014424093;0,21316798;0,423221374;-0,086105833;0,02375491;-0,037902932;0,070479383;0,054711265;-0,156833369;3,26274E-14;;0,22022911;;0,012243159;;0,324145118;0,587622811;0,179635159;0,618867328;-0,030103313;0,402842609;-0,161553544;;0,273727641;0,167585568;0,347526964;-3,45197E-12;;;0,024034629;-0,036050783;0,128003012;0,00265038;0,150478995;-0,146147139;;0,410723681;0,043279837
20;2019-02-05;-0,00104091;2,17181E-12;;1,91542E-12;-0,16161533;-0,024244267;;;0,113324008;0,009687717;0,173804736;0,121454327;-0,120584899;;0,125724033;-0,092355031;0,077124235;-0,112415523;-0,134313595;0,056260538;;0,193198716;-0,223183116;;0,007653762;0,129824401;0,547199671;0,009245513;-0,025058298;;;-0,026032079;0,002136418;0,185606278;-0,079735887;;-0,402311877;-0,324055678;-0,089101474;0,590268699;0,156627892;;-0,02259398;1,70061331;;0,03919226;0,04604984;0,017091061;0,054447145;-0,579019632;0,065767806;-0,026488277;;;-0,000601609;-0,03427025;-0,008661532;0,020856693;0,170459815;-0,047517048;;-0,078888662;0,017489228;0,266346398;0,392140082;-0,17993623;-0,015307793;-0,035529911;-0,063610628;0,031503031;-0,168614623;6,61627E-14;;-0,233506583;;0,016030861;;0,190770225;0,494092644;0,221015207;0,286986862;0,01704991;-0,024361279;-0,128558847;;0,311620199;0,247455286;1,11019344;-3,45426E-12;;;0,028384487;-0,08931333;0,094487256;0,042181228;-0,145267049;-0,12950787;;0,522651472;0,080861262
21;2019-02-06;-0,011794203;1,05189E-12;;2,36922E-12;0,073802032;-0,013592861;;;0,081523712;0,083344721;0,18351294;0,067719315;-0,117855955;;0,145803081;-0,048740935;0,19998932;0,098705956;-0,152646018;0,062395509;;-0,512516925;-0,19009336;;0,006676348;0,126634102;0,3100016;0,007386714;-0,025053644;;;-0,013638134;0,012691038;-0,008143656;-0,058891885;;-0,474016197;-0,287954153;-0,010900824;0,420892443;0,128545908;;-0,022141671;1,600592508;;0,10662668;0,047724367;0,02955469;-0,015866335;-0,419969674;0,081323669;-0,023715973;;;0,007606754;-0,01291343;0,079669815;0,262145124;0,093501971;-0,048698736;;0,3316046;0,017601102;0,115032168;0,404468691;-0,083062117;-0,030756622;-0,039068096;-0,087059427;0,013015213;-0,124108082;6,7275E-14;;-0,243058878;;0,021161602;;0,178297591;0,518412102;0,296338224;0,39331112;0,013359253;0,031595829;-0,152603799;;0,055891134;0,319179166;0,229144767;-3,39637E-12;;;-0,000277151;-0,029667009;0,128413492;0,008528413;-0,167623357;-0,128004056;;0,65359419;0,101970027
22;2019-02-07;0,026101656;1,65044E-12;;1,06055E-11;0,058235787;-0,010956996;;;0,086913463;0,071928288;-0,070849773;0,085802685;-0,22077766;;0,149932103;-0,067679895;0,227643941;0,09396152;0,043249778;0,069345383;;-0,51153704;-0,314435945;;0,006501058;0,14405858;0,317951552;0,005912085;-0,019737409;;;0,022748312;0,010742261;0,141800872;-0,095077754;;-0,436080978;0,257094195;0,027600568;0,442445932;0,113853616;;-0,020596177;1,764532372;;0,106032983;0,013869853;0,060373646;0,023610346;0,562240882;0,130918287;-0,010124492;;;0,005416477;-0,006568345;0,26495282;-0,129816522;0,079804678;-0,047885158;;-0,001068861;0,008946137;0,148571883;-0,202068588;-0,134679973;-0,047484024;-0,042237781;-0,093894196;-0,000458025;-0,183797223;6,79991E-14;;-0,181235373;;0,026926142;;0,180089334;0,520344543;0,313931091;1,242379651;-0,010127979;0,620333789;-0,205121231;;0,356438559;0,280722991;0,194634471;-3,31106E-12;;;0,000757101;-0,09165088;0,147042907;0,025318826;-0,177883406;0,769140552;;0,809382686;0,088418647
23;2019-02-08;0,021841189;1,12855E-12;;1,1758E-11;-0,061028906;-0,004092064;;;0,108631251;0,129461551;-0,039554674;0,128562884;-0,265341374;;0,197606768;-0,039684217;0,105730182;0,002809539;0,034812927;0,067900602;;-0,425975543;-0,420184585;;0,020675892;0,138779904;0,184722388;0,013595114;-0,022806333;;;0,020000362;-0,013443302;-0,201511797;-0,087909832;;0,592811714;0,270403608;0,072620621;0,430187298;0,097194508;;-0,018824917;0,453994112;;0,079040702;0,035468807;-0,008447972;0,03798485;0,341491934;0,363123854;-0,00173393;;;0,012349191;-0,004734742;0,201503318;-0,137732035;0,027691981;-0,04637209;;-0,003797995;0,007928084;0,127205791;0,019327853;-0,193022376;-0,033935449;-0,039535128;-0,083591272;0,016813086;-0,116202909;7,16529E-14;;-0,103167613;;0,025966983;;-0,052417183;0,32540494;0,340569893;1,387927252;-0,119564776;0,486654997;-0,264800115;;0,080946145;0,32112754;0,18067317;-1,0356E-12;;;-0,017226928;-0,173052737;0,09792847;0,015147407;-0,118207764;0,991085796;;1,069395753;0,145817483
24;2019-02-09;0,041959339;2,44604E-13;;7,19787E-12;-0,036552861;-0,018432082;;;0,078155829;-0,080931036;-0,125699365;0,134050304;-0,337965543;;0,240798191;-0,008381291;0,192931609;0,003979304;0,027729864;0,087386508;;-0,450875354;-0,395123777;;0,00033132;0,108249941;0,189780502;0,031482528;-0,02407523;;;0,021463073;-0,021245592;-0,203295729;0,183045328;;0,398325277;0,251178657;0,142386581;0,370660947;0,117875334;;-0,025012791;0,625815212;;0,067291407;0,025655742;0,000406004;0,049471843;0,287900912;0,098779497;0,010582147;;;0,035248347;-0,073971702;0,324318257;0,154734865;-0,009753503;-0,054182419;;0,001289653;0,006927672;0,151747034;0,051692337;-0,22652032;-0,173539371;-0,038715631;-0,08455177;0,023934651;-0,063420949;7,54655E-14;;-0,046166568;;0,034457063;;0,008042062;0,336405833;0,318901493;0,997591016;0,002463439;0,136266712;0,720394974;;0,041540949;0,239495806;0,33530389;-1,01699E-12;;;-0,007916131;-0,184080029;0,130138853;0,015844149;-0,146599588;0,722282052;;0,734411556;0,100845138
